delay,freq,condition,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,polygon.started,polygon_2.started,key_resp.started,polygon.stopped,key_resp.keys,key_resp.rt,sound_1.started,sound_1.stopped,text.started,textbox.started,button.started,textbox.text,button.numClicks,button.timesOn,button.timesOff,participant,session,date,expName,psychopyVersion,frameRate,
0.1,1000,exp,2,2,26,6,193.62932469998486,194.6268164999783,194.6268164999783,194.64378780010156,space,0.48997370013967156,195.24282191004605,,195.5585062999744,195.5585062999744,195.5585062999744,355,27,"[3.3309612998273224, 4.631848699878901, 2.0869653997942805, 2.801935800118372, 11.952212899923325, 5.5300185000523925, 5.123816299950704, 2.311259899986908, 4.2535249998327345, 2.8420034998562187, 2.800177700119093, 3.1584111999254674, 2.1489011000376195, 6.398924299981445, 2.3335402000229806, 5.219970700098202, 3.73915549996309, 3.0002062001731247, 1.8662810998503119, 2.298795700073242, 1.7444667997770011, 2.3927494999952614, 1.4669447999913245, 1.713814000133425, 2.8161700000055134, 1.4242588998749852, 1.6129151000641286]","[3.3309747998137027, 4.631852000020444, 2.086968099931255, 2.8019467000849545, 11.952224700013176, 5.5300247999839485, 5.123825999908149, 2.3112669000402093, 4.253537899814546, 2.8420155998319387, 2.80018649995327, 3.15842380002141, 2.148905700072646, 6.398934199940413, 2.3335470999591053, 5.219978800043464, 3.7391639000270516, 3.0002127999905497, 1.8662874998990446, 2.2988027001265436, 1.7444741998333484, 2.3927678000181913, 1.4669514000415802, 1.7138203999493271, 2.8161778999492526, 1.4242686999496073, 1.6129233001265675]",670502,001,2022-11-04_15h22.52.666,untitled,2022.2.2,60.02058712031989,
0.1,1000,exp,2,3,27,9,197.1504124000203,198.15911699994467,198.15911699994467,198.15911699994467,space,0.3774970001541078,198.65906980992295,,198.95979260001332,198.95979260001332,198.95979260001332,675,28,"[3.3309612998273224, 4.631848699878901, 2.0869653997942805, 2.801935800118372, 11.952212899923325, 5.5300185000523925, 5.123816299950704, 2.311259899986908, 4.2535249998327345, 2.8420034998562187, 2.800177700119093, 3.1584111999254674, 2.1489011000376195, 6.398924299981445, 2.3335402000229806, 5.219970700098202, 3.73915549996309, 3.0002062001731247, 1.8662810998503119, 2.298795700073242, 1.7444667997770011, 2.3927494999952614, 1.4669447999913245, 1.713814000133425, 2.8161700000055134, 1.4242588998749852, 1.6129151000641286, 3.8506360000465065]","[3.3309747998137027, 4.631852000020444, 2.086968099931255, 2.8019467000849545, 11.952224700013176, 5.5300247999839485, 5.123825999908149, 2.3112669000402093, 4.253537899814546, 2.8420155998319387, 2.80018649995327, 3.15842380002141, 2.148905700072646, 6.398934199940413, 2.3335470999591053, 5.219978800043464, 3.7391639000270516, 3.0002127999905497, 1.8662874998990446, 2.2988027001265436, 1.7444741998333484, 2.3927678000181913, 1.4669514000415802, 1.7138203999493271, 2.8161778999492526, 1.4242686999496073, 1.6129233001265675, 3.8506467000115663]",670502,001,2022-11-04_15h22.52.666,untitled,2022.2.2,60.02058712031989,
0.4,400,unexp,2,4,28,1,202.8061981999781,203.80831100000069,203.80831100000069,203.80831100000069,space,0.789233700139448,205.00771080991254,205.30793719994836,205.30793719994836,205.30793719994836,205.30793719994836,879,29,"[3.3309612998273224, 4.631848699878901, 2.0869653997942805, 2.801935800118372, 11.952212899923325, 5.5300185000523925, 5.123816299950704, 2.311259899986908, 4.2535249998327345, 2.8420034998562187, 2.800177700119093, 3.1584111999254674, 2.1489011000376195, 6.398924299981445, 2.3335402000229806, 5.219970700098202, 3.73915549996309, 3.0002062001731247, 1.8662810998503119, 2.298795700073242, 1.7444667997770011, 2.3927494999952614, 1.4669447999913245, 1.713814000133425, 2.8161700000055134, 1.4242588998749852, 1.6129151000641286, 3.8506360000465065, 1.8916502001229674]","[3.3309747998137027, 4.631852000020444, 2.086968099931255, 2.8019467000849545, 11.952224700013176, 5.5300247999839485, 5.123825999908149, 2.3112669000402093, 4.253537899814546, 2.8420155998319387, 2.80018649995327, 3.15842380002141, 2.148905700072646, 6.398934199940413, 2.3335470999591053, 5.219978800043464, 3.7391639000270516, 3.0002127999905497, 1.8662874998990446, 2.2988027001265436, 1.7444741998333484, 2.3927678000181913, 1.4669514000415802, 1.7138203999493271, 2.8161778999492526, 1.4242686999496073, 1.6129233001265675, 3.8506467000115663, 1.8916583000682294]",670502,001,2022-11-04_15h22.52.666,untitled,2022.2.2,60.02058712031989,
0.7,1000,exp,2,5,29,5,207.19358359999023,208.1906677999068,208.1906677999068,208.20713309990242,space,0.5466056002769619,209.4567881099414,,209.75713160005398,209.75713160005398,209.75713160005398,956,30,"[3.3309612998273224, 4.631848699878901, 2.0869653997942805, 2.801935800118372, 11.952212899923325, 5.5300185000523925, 5.123816299950704, 2.311259899986908, 4.2535249998327345, 2.8420034998562187, 2.800177700119093, 3.1584111999254674, 2.1489011000376195, 6.398924299981445, 2.3335402000229806, 5.219970700098202, 3.73915549996309, 3.0002062001731247, 1.8662810998503119, 2.298795700073242, 1.7444667997770011, 2.3927494999952614, 1.4669447999913245, 1.713814000133425, 2.8161700000055134, 1.4242588998749852, 1.6129151000641286, 3.8506360000465065, 1.8916502001229674, 1.9333065999671817]","[3.3309747998137027, 4.631852000020444, 2.086968099931255, 2.8019467000849545, 11.952224700013176, 5.5300247999839485, 5.123825999908149, 2.3112669000402093, 4.253537899814546, 2.8420155998319387, 2.80018649995327, 3.15842380002141, 2.148905700072646, 6.398934199940413, 2.3335470999591053, 5.219978800043464, 3.7391639000270516, 3.0002127999905497, 1.8662874998990446, 2.2988027001265436, 1.7444741998333484, 2.3927678000181913, 1.4669514000415802, 1.7138203999493271, 2.8161778999492526, 1.4242686999496073, 1.6129233001265675, 3.8506467000115663, 1.8916583000682294, 1.9333132999017835]",670502,001,2022-11-04_15h22.52.666,untitled,2022.2.2,60.02058712031989,
0.7,400,unexp,2,6,30,2,211.689693500055,212.68963810009882,212.68963810009882,212.68963810009882,space,2.3152221001219004,215.72219070987776,216.0230405998882,216.0230405998882,216.0230405998882,216.0230405998882,894,31,"[3.3309612998273224, 4.631848699878901, 2.0869653997942805, 2.801935800118372, 11.952212899923325, 5.5300185000523925, 5.123816299950704, 2.311259899986908, 4.2535249998327345, 2.8420034998562187, 2.800177700119093, 3.1584111999254674, 2.1489011000376195, 6.398924299981445, 2.3335402000229806, 5.219970700098202, 3.73915549996309, 3.0002062001731247, 1.8662810998503119, 2.298795700073242, 1.7444667997770011, 2.3927494999952614, 1.4669447999913245, 1.713814000133425, 2.8161700000055134, 1.4242588998749852, 1.6129151000641286, 3.8506360000465065, 1.8916502001229674, 1.9333065999671817, 3.5223394001368433]","[3.3309747998137027, 4.631852000020444, 2.086968099931255, 2.8019467000849545, 11.952224700013176, 5.5300247999839485, 5.123825999908149, 2.3112669000402093, 4.253537899814546, 2.8420155998319387, 2.80018649995327, 3.15842380002141, 2.148905700072646, 6.398934199940413, 2.3335470999591053, 5.219978800043464, 3.7391639000270516, 3.0002127999905497, 1.8662874998990446, 2.2988027001265436, 1.7444741998333484, 2.3927678000181913, 1.4669514000415802, 1.7138203999493271, 2.8161778999492526, 1.4242686999496073, 1.6129233001265675, 3.8506467000115663, 1.8916583000682294, 1.9333132999017835, 3.522350599989295]",670502,001,2022-11-04_15h22.52.666,untitled,2022.2.2,60.02058712031989,
0.7,1000,exp,2,7,31,11,219.54484149999917,220.53829580009915,220.53829580009915,220.55494579998776,space,1.3074260000139475,222.57075590998866,222.8713952000253,222.8713952000253,222.8713952000253,222.8713952000253,345,32,"[3.3309612998273224, 4.631848699878901, 2.0869653997942805, 2.801935800118372, 11.952212899923325, 5.5300185000523925, 5.123816299950704, 2.311259899986908, 4.2535249998327345, 2.8420034998562187, 2.800177700119093, 3.1584111999254674, 2.1489011000376195, 6.398924299981445, 2.3335402000229806, 5.219970700098202, 3.73915549996309, 3.0002062001731247, 1.8662810998503119, 2.298795700073242, 1.7444667997770011, 2.3927494999952614, 1.4669447999913245, 1.713814000133425, 2.8161700000055134, 1.4242588998749852, 1.6129151000641286, 3.8506360000465065, 1.8916502001229674, 1.9333065999671817, 3.5223394001368433, 3.5999215999618173]","[3.3309747998137027, 4.631852000020444, 2.086968099931255, 2.8019467000849545, 11.952224700013176, 5.5300247999839485, 5.123825999908149, 2.3112669000402093, 4.253537899814546, 2.8420155998319387, 2.80018649995327, 3.15842380002141, 2.148905700072646, 6.398934199940413, 2.3335470999591053, 5.219978800043464, 3.7391639000270516, 3.0002127999905497, 1.8662874998990446, 2.2988027001265436, 1.7444741998333484, 2.3927678000181913, 1.4669514000415802, 1.7138203999493271, 2.8161778999492526, 1.4242686999496073, 1.6129233001265675, 3.8506467000115663, 1.8916583000682294, 1.9333132999017835, 3.522350599989295, 3.599928200012073]",670502,001,2022-11-04_15h22.52.666,untitled,2022.2.2,60.02058712031989,
0.4,1000,exp,2,8,32,7,226.4702514000237,227.47039839997888,227.47039839997888,227.47039839997888,space,0.9501604000106454,228.8363966099918,229.13783779996447,229.13783779996447,229.13783779996447,229.13783779996447,"678
",33,"[3.3309612998273224, 4.631848699878901, 2.0869653997942805, 2.801935800118372, 11.952212899923325, 5.5300185000523925, 5.123816299950704, 2.311259899986908, 4.2535249998327345, 2.8420034998562187, 2.800177700119093, 3.1584111999254674, 2.1489011000376195, 6.398924299981445, 2.3335402000229806, 5.219970700098202, 3.73915549996309, 3.0002062001731247, 1.8662810998503119, 2.298795700073242, 1.7444667997770011, 2.3927494999952614, 1.4669447999913245, 1.713814000133425, 2.8161700000055134, 1.4242588998749852, 1.6129151000641286, 3.8506360000465065, 1.8916502001229674, 1.9333065999671817, 3.5223394001368433, 3.5999215999618173, 6.7099870999809355]","[3.3309747998137027, 4.631852000020444, 2.086968099931255, 2.8019467000849545, 11.952224700013176, 5.5300247999839485, 5.123825999908149, 2.3112669000402093, 4.253537899814546, 2.8420155998319387, 2.80018649995327, 3.15842380002141, 2.148905700072646, 6.398934199940413, 2.3335470999591053, 5.219978800043464, 3.7391639000270516, 3.0002127999905497, 1.8662874998990446, 2.2988027001265436, 1.7444741998333484, 2.3927678000181913, 1.4669514000415802, 1.7138203999493271, 2.8161778999492526, 1.4242686999496073, 1.6129233001265675, 3.8506467000115663, 1.8916583000682294, 1.9333132999017835, 3.522350599989295, 3.599928200012073, 6.709998999955133]",670502,001,2022-11-04_15h22.52.666,untitled,2022.2.2,60.02058712031989,
0.1,1000,exp,2,9,33,3,235.84278589999303,236.83516100002453,236.83516100002453,236.85184379993007,space,0.6184581001289189,237.58485620990396,,237.88509509991854,237.88509509991854,237.88509509991854,899,34,"[3.3309612998273224, 4.631848699878901, 2.0869653997942805, 2.801935800118372, 11.952212899923325, 5.5300185000523925, 5.123816299950704, 2.311259899986908, 4.2535249998327345, 2.8420034998562187, 2.800177700119093, 3.1584111999254674, 2.1489011000376195, 6.398924299981445, 2.3335402000229806, 5.219970700098202, 3.73915549996309, 3.0002062001731247, 1.8662810998503119, 2.298795700073242, 1.7444667997770011, 2.3927494999952614, 1.4669447999913245, 1.713814000133425, 2.8161700000055134, 1.4242588998749852, 1.6129151000641286, 3.8506360000465065, 1.8916502001229674, 1.9333065999671817, 3.5223394001368433, 3.5999215999618173, 6.7099870999809355, 1.8047766999807209]","[3.3309747998137027, 4.631852000020444, 2.086968099931255, 2.8019467000849545, 11.952224700013176, 5.5300247999839485, 5.123825999908149, 2.3112669000402093, 4.253537899814546, 2.8420155998319387, 2.80018649995327, 3.15842380002141, 2.148905700072646, 6.398934199940413, 2.3335470999591053, 5.219978800043464, 3.7391639000270516, 3.0002127999905497, 1.8662874998990446, 2.2988027001265436, 1.7444741998333484, 2.3927678000181913, 1.4669514000415802, 1.7138203999493271, 2.8161778999492526, 1.4242686999496073, 1.6129233001265675, 3.8506467000115663, 1.8916583000682294, 1.9333132999017835, 3.522350599989295, 3.599928200012073, 6.709998999955133, 1.804784899810329]",670502,001,2022-11-04_15h22.52.666,untitled,2022.2.2,60.02058712031989,
0.7,1000,exp,2,10,34,8,239.6836008001119,240.684013399994,240.684013399994,240.684013399994,space,0.4158763000741601,241.81735141002574,,242.1174884000793,242.1174884000793,242.1174884000793,900,35,"[3.3309612998273224, 4.631848699878901, 2.0869653997942805, 2.801935800118372, 11.952212899923325, 5.5300185000523925, 5.123816299950704, 2.311259899986908, 4.2535249998327345, 2.8420034998562187, 2.800177700119093, 3.1584111999254674, 2.1489011000376195, 6.398924299981445, 2.3335402000229806, 5.219970700098202, 3.73915549996309, 3.0002062001731247, 1.8662810998503119, 2.298795700073242, 1.7444667997770011, 2.3927494999952614, 1.4669447999913245, 1.713814000133425, 2.8161700000055134, 1.4242588998749852, 1.6129151000641286, 3.8506360000465065, 1.8916502001229674, 1.9333065999671817, 3.5223394001368433, 3.5999215999618173, 6.7099870999809355, 1.8047766999807209, 2.200122300069779]","[3.3309747998137027, 4.631852000020444, 2.086968099931255, 2.8019467000849545, 11.952224700013176, 5.5300247999839485, 5.123825999908149, 2.3112669000402093, 4.253537899814546, 2.8420155998319387, 2.80018649995327, 3.15842380002141, 2.148905700072646, 6.398934199940413, 2.3335470999591053, 5.219978800043464, 3.7391639000270516, 3.0002127999905497, 1.8662874998990446, 2.2988027001265436, 1.7444741998333484, 2.3927678000181913, 1.4669514000415802, 1.7138203999493271, 2.8161778999492526, 1.4242686999496073, 1.6129233001265675, 3.8506467000115663, 1.8916583000682294, 1.9333132999017835, 3.522350599989295, 3.599928200012073, 6.709998999955133, 1.804784899810329, 2.200129200005904]",670502,001,2022-11-04_15h22.52.666,untitled,2022.2.2,60.02058712031989,
0.4,1000,exp,2,11,35,4,244.3168130000122,245.31655279989354,245.31655279989354,245.31655279989354,space,0.3382129000965506,246.08310141004623,246.3833147000987,246.3833147000987,246.3833147000987,246.3833147000987,244,36,"[3.3309612998273224, 4.631848699878901, 2.0869653997942805, 2.801935800118372, 11.952212899923325, 5.5300185000523925, 5.123816299950704, 2.311259899986908, 4.2535249998327345, 2.8420034998562187, 2.800177700119093, 3.1584111999254674, 2.1489011000376195, 6.398924299981445, 2.3335402000229806, 5.219970700098202, 3.73915549996309, 3.0002062001731247, 1.8662810998503119, 2.298795700073242, 1.7444667997770011, 2.3927494999952614, 1.4669447999913245, 1.713814000133425, 2.8161700000055134, 1.4242588998749852, 1.6129151000641286, 3.8506360000465065, 1.8916502001229674, 1.9333065999671817, 3.5223394001368433, 3.5999215999618173, 6.7099870999809355, 1.8047766999807209, 2.200122300069779, 1.5492269999813288]","[3.3309747998137027, 4.631852000020444, 2.086968099931255, 2.8019467000849545, 11.952224700013176, 5.5300247999839485, 5.123825999908149, 2.3112669000402093, 4.253537899814546, 2.8420155998319387, 2.80018649995327, 3.15842380002141, 2.148905700072646, 6.398934199940413, 2.3335470999591053, 5.219978800043464, 3.7391639000270516, 3.0002127999905497, 1.8662874998990446, 2.2988027001265436, 1.7444741998333484, 2.3927678000181913, 1.4669514000415802, 1.7138203999493271, 2.8161778999492526, 1.4242686999496073, 1.6129233001265675, 3.8506467000115663, 1.8916583000682294, 1.9333132999017835, 3.522350599989295, 3.599928200012073, 6.709998999955133, 1.804784899810329, 2.200129200005904, 1.549234800040722]",670502,001,2022-11-04_15h22.52.666,untitled,2022.2.2,60.02058712031989,
0.7,1000,exp,3,0,36,5,247.93280890001915,248.93271719990298,248.93271719990298,248.93271719990298,space,0.5017101999837905,250.16531220995822,,250.46578230010346,250.46578230010346,250.46578230010346,566,37,"[3.3309612998273224, 4.631848699878901, 2.0869653997942805, 2.801935800118372, 11.952212899923325, 5.5300185000523925, 5.123816299950704, 2.311259899986908, 4.2535249998327345, 2.8420034998562187, 2.800177700119093, 3.1584111999254674, 2.1489011000376195, 6.398924299981445, 2.3335402000229806, 5.219970700098202, 3.73915549996309, 3.0002062001731247, 1.8662810998503119, 2.298795700073242, 1.7444667997770011, 2.3927494999952614, 1.4669447999913245, 1.713814000133425, 2.8161700000055134, 1.4242588998749852, 1.6129151000641286, 3.8506360000465065, 1.8916502001229674, 1.9333065999671817, 3.5223394001368433, 3.5999215999618173, 6.7099870999809355, 1.8047766999807209, 2.200122300069779, 1.5492269999813288, 2.1001943999435753]","[3.3309747998137027, 4.631852000020444, 2.086968099931255, 2.8019467000849545, 11.952224700013176, 5.5300247999839485, 5.123825999908149, 2.3112669000402093, 4.253537899814546, 2.8420155998319387, 2.80018649995327, 3.15842380002141, 2.148905700072646, 6.398934199940413, 2.3335470999591053, 5.219978800043464, 3.7391639000270516, 3.0002127999905497, 1.8662874998990446, 2.2988027001265436, 1.7444741998333484, 2.3927678000181913, 1.4669514000415802, 1.7138203999493271, 2.8161778999492526, 1.4242686999496073, 1.6129233001265675, 3.8506467000115663, 1.8916583000682294, 1.9333132999017835, 3.522350599989295, 3.599928200012073, 6.709998999955133, 1.804784899810329, 2.200129200005904, 1.549234800040722, 2.1002011001110077]",670502,001,2022-11-04_15h22.52.666,untitled,2022.2.2,60.02058712031989,
0.1,400,unexp,3,1,37,0,252.56520899990574,253.565484700026,253.565484700026,253.565484700026,space,2.78663960006088,256.4812305100262,,256.78586250008084,256.78586250008084,256.78586250008084,877,38,"[3.3309612998273224, 4.631848699878901, 2.0869653997942805, 2.801935800118372, 11.952212899923325, 5.5300185000523925, 5.123816299950704, 2.311259899986908, 4.2535249998327345, 2.8420034998562187, 2.800177700119093, 3.1584111999254674, 2.1489011000376195, 6.398924299981445, 2.3335402000229806, 5.219970700098202, 3.73915549996309, 3.0002062001731247, 1.8662810998503119, 2.298795700073242, 1.7444667997770011, 2.3927494999952614, 1.4669447999913245, 1.713814000133425, 2.8161700000055134, 1.4242588998749852, 1.6129151000641286, 3.8506360000465065, 1.8916502001229674, 1.9333065999671817, 3.5223394001368433, 3.5999215999618173, 6.7099870999809355, 1.8047766999807209, 2.200122300069779, 1.5492269999813288, 2.1001943999435753, 2.7488412000238895]","[3.3309747998137027, 4.631852000020444, 2.086968099931255, 2.8019467000849545, 11.952224700013176, 5.5300247999839485, 5.123825999908149, 2.3112669000402093, 4.253537899814546, 2.8420155998319387, 2.80018649995327, 3.15842380002141, 2.148905700072646, 6.398934199940413, 2.3335470999591053, 5.219978800043464, 3.7391639000270516, 3.0002127999905497, 1.8662874998990446, 2.2988027001265436, 1.7444741998333484, 2.3927678000181913, 1.4669514000415802, 1.7138203999493271, 2.8161778999492526, 1.4242686999496073, 1.6129233001265675, 3.8506467000115663, 1.8916583000682294, 1.9333132999017835, 3.522350599989295, 3.599928200012073, 6.709998999955133, 1.804784899810329, 2.200129200005904, 1.549234800040722, 2.1002011001110077, 2.7488480999600142]",670502,001,2022-11-04_15h22.52.666,untitled,2022.2.2,60.02058712031989,
0.4,1000,exp,3,2,38,10,259.5305282000918,260.53041210002266,260.53041210002266,260.53041210002266,space,1.869944600155577,262.82959440988486,263.13006539992057,263.13006539992057,263.13006539992057,263.13006539992057,899,39,"[3.3309612998273224, 4.631848699878901, 2.0869653997942805, 2.801935800118372, 11.952212899923325, 5.5300185000523925, 5.123816299950704, 2.311259899986908, 4.2535249998327345, 2.8420034998562187, 2.800177700119093, 3.1584111999254674, 2.1489011000376195, 6.398924299981445, 2.3335402000229806, 5.219970700098202, 3.73915549996309, 3.0002062001731247, 1.8662810998503119, 2.298795700073242, 1.7444667997770011, 2.3927494999952614, 1.4669447999913245, 1.713814000133425, 2.8161700000055134, 1.4242588998749852, 1.6129151000641286, 3.8506360000465065, 1.8916502001229674, 1.9333065999671817, 3.5223394001368433, 3.5999215999618173, 6.7099870999809355, 1.8047766999807209, 2.200122300069779, 1.5492269999813288, 2.1001943999435753, 2.7488412000238895, 1.7331679998897016]","[3.3309747998137027, 4.631852000020444, 2.086968099931255, 2.8019467000849545, 11.952224700013176, 5.5300247999839485, 5.123825999908149, 2.3112669000402093, 4.253537899814546, 2.8420155998319387, 2.80018649995327, 3.15842380002141, 2.148905700072646, 6.398934199940413, 2.3335470999591053, 5.219978800043464, 3.7391639000270516, 3.0002127999905497, 1.8662874998990446, 2.2988027001265436, 1.7444741998333484, 2.3927678000181913, 1.4669514000415802, 1.7138203999493271, 2.8161778999492526, 1.4242686999496073, 1.6129233001265675, 3.8506467000115663, 1.8916583000682294, 1.9333132999017835, 3.522350599989295, 3.599928200012073, 6.709998999955133, 1.804784899810329, 2.200129200005904, 1.549234800040722, 2.1002011001110077, 2.7488480999600142, 1.733170900028199]",670502,001,2022-11-04_15h22.52.666,untitled,2022.2.2,60.02058712031989,
0.4,400,unexp,3,3,39,1,264.8627432999201,265.86246230010875,265.86246230010875,265.86246230010875,space,2.127379300072789,268.41209060987455,,268.71242300001904,268.71242300001904,268.71242300001904,788,40,"[3.3309612998273224, 4.631848699878901, 2.0869653997942805, 2.801935800118372, 11.952212899923325, 5.5300185000523925, 5.123816299950704, 2.311259899986908, 4.2535249998327345, 2.8420034998562187, 2.800177700119093, 3.1584111999254674, 2.1489011000376195, 6.398924299981445, 2.3335402000229806, 5.219970700098202, 3.73915549996309, 3.0002062001731247, 1.8662810998503119, 2.298795700073242, 1.7444667997770011, 2.3927494999952614, 1.4669447999913245, 1.713814000133425, 2.8161700000055134, 1.4242588998749852, 1.6129151000641286, 3.8506360000465065, 1.8916502001229674, 1.9333065999671817, 3.5223394001368433, 3.5999215999618173, 6.7099870999809355, 1.8047766999807209, 2.200122300069779, 1.5492269999813288, 2.1001943999435753, 2.7488412000238895, 1.7331679998897016, 2.649714299943298]","[3.3309747998137027, 4.631852000020444, 2.086968099931255, 2.8019467000849545, 11.952224700013176, 5.5300247999839485, 5.123825999908149, 2.3112669000402093, 4.253537899814546, 2.8420155998319387, 2.80018649995327, 3.15842380002141, 2.148905700072646, 6.398934199940413, 2.3335470999591053, 5.219978800043464, 3.7391639000270516, 3.0002127999905497, 1.8662874998990446, 2.2988027001265436, 1.7444741998333484, 2.3927678000181913, 1.4669514000415802, 1.7138203999493271, 2.8161778999492526, 1.4242686999496073, 1.6129233001265675, 3.8506467000115663, 1.8916583000682294, 1.9333132999017835, 3.522350599989295, 3.599928200012073, 6.709998999955133, 1.804784899810329, 2.200129200005904, 1.549234800040722, 2.1002011001110077, 2.7488480999600142, 1.733170900028199, 2.6497212001122534]",670502,001,2022-11-04_15h22.52.666,untitled,2022.2.2,60.02058712031989,
